"ID_LOGEMENT","DATE_DEBUT","DATE_FIN"
2427,"06/02/2020","08/02/2020"
2432,"31/01/2020","02/02/2020"
2436,"06/02/2020","08/02/2020"
2438,"01/02/2020","03/02/2020"
2439,"05/02/2020","07/02/2020"
2440,"02/02/2020","04/02/2020"
2441,"06/02/2020","08/02/2020"
2442,"05/02/2020","07/02/2020"
2443,"06/02/2020","08/02/2020"
2444,"06/02/2020","08/02/2020"
2462,"05/02/2020","07/02/2020"
2463,"31/01/2020","02/02/2020"
2466,"30/01/2020","01/02/2020"
2467,"28/01/2020","30/01/2020"
2480,"29/01/2020","31/01/2020"
2481,"30/01/2020","01/02/2020"
2482,"31/01/2020","02/02/2020"
2483,"30/01/2020","01/02/2020"
2484,"04/02/2020","06/02/2020"
2485,"29/01/2020","31/01/2020"
2486,"01/02/2020","03/02/2020"
2487,"31/01/2020","02/02/2020"
2488,"28/01/2020","30/01/2020"
2490,"04/02/2020","06/02/2020"
2491,"28/01/2020","30/01/2020"
2492,"01/02/2020","03/02/2020"
2493,"05/02/2020","07/02/2020"
2522,"01/02/2020","03/02/2020"
2523,"04/02/2020","06/02/2020"
2524,"06/02/2020","08/02/2020"
2525,"02/02/2020","04/02/2020"
2526,"06/02/2020","08/02/2020"
2537,"30/01/2020","01/02/2020"
2538,"29/01/2020","31/01/2020"
2539,"03/02/2020","05/02/2020"
2540,"02/02/2020","04/02/2020"
2557,"28/01/2020","30/01/2020"
2558,"05/02/2020","07/02/2020"
2559,"03/02/2020","05/02/2020"
2560,"02/02/2020","04/02/2020"
2561,"28/01/2020","30/01/2020"
2562,"31/01/2020","02/02/2020"
2563,"04/02/2020","06/02/2020"
2564,"06/02/2020","08/02/2020"
2571,"05/02/2020","07/02/2020"
2572,"03/02/2020","05/02/2020"
2579,"28/01/2020","30/01/2020"
2580,"01/02/2020","03/02/2020"
2581,"06/02/2020","08/02/2020"
2582,"31/01/2020","02/02/2020"
2583,"06/02/2020","08/02/2020"
2584,"30/01/2020","01/02/2020"
2590,"04/02/2020","06/02/2020"
2602,"01/02/2020","03/02/2020"
2603,"05/02/2020","07/02/2020"
2604,"04/02/2020","06/02/2020"
2613,"29/01/2020","31/01/2020"
2614,"06/02/2020","08/02/2020"
2615,"03/02/2020","05/02/2020"
2616,"31/01/2020","02/02/2020"
2617,"01/02/2020","03/02/2020"
2619,"31/01/2020","02/02/2020"
2650,"29/01/2020","31/01/2020"
2651,"05/02/2020","07/02/2020"
2653,"05/02/2020","07/02/2020"
2654,"04/02/2020","06/02/2020"
2672,"04/02/2020","06/02/2020"
2673,"31/01/2020","02/02/2020"
2674,"28/01/2020","30/01/2020"
2675,"06/02/2020","08/02/2020"
2678,"31/01/2020","02/02/2020"
2679,"31/01/2020","02/02/2020"
2680,"01/02/2020","03/02/2020"
2681,"31/01/2020","02/02/2020"
2682,"02/02/2020","04/02/2020"
2684,"01/02/2020","03/02/2020"
2685,"05/02/2020","07/02/2020"
2686,"28/01/2020","30/01/2020"
2689,"31/01/2020","02/02/2020"
2690,"29/01/2020","31/01/2020"
2715,"31/01/2020","02/02/2020"
2716,"30/01/2020","01/02/2020"
2718,"01/02/2020","03/02/2020"
2719,"04/02/2020","06/02/2020"
2720,"01/02/2020","03/02/2020"
2721,"04/02/2020","06/02/2020"
2722,"06/02/2020","08/02/2020"
2723,"02/02/2020","04/02/2020"
2724,"03/02/2020","05/02/2020"
2754,"31/01/2020","02/02/2020"
2755,"29/01/2020","31/01/2020"
2757,"01/02/2020","03/02/2020"
2758,"06/02/2020","08/02/2020"
2759,"06/02/2020","08/02/2020"
2760,"03/02/2020","05/02/2020"
2761,"04/02/2020","06/02/2020"
2767,"05/02/2020","07/02/2020"
2774,"01/02/2020","03/02/2020"
2775,"06/02/2020","08/02/2020"
2776,"02/02/2020","04/02/2020"
2777,"28/01/2020","30/01/2020"
2778,"29/01/2020","31/01/2020"
2779,"03/02/2020","05/02/2020"
2784,"06/02/2020","08/02/2020"
2785,"06/02/2020","08/02/2020"
2786,"02/02/2020","04/02/2020"
2787,"31/01/2020","02/02/2020"
2788,"01/02/2020","03/02/2020"
2789,"05/02/2020","07/02/2020"
2799,"28/01/2020","30/01/2020"
2800,"31/01/2020","02/02/2020"
2801,"02/02/2020","04/02/2020"
2802,"04/02/2020","06/02/2020"
2815,"06/02/2020","08/02/2020"
2821,"04/02/2020","06/02/2020"
2822,"04/02/2020","06/02/2020"
2842,"31/01/2020","02/02/2020"
2843,"03/02/2020","05/02/2020"
2844,"06/02/2020","08/02/2020"
2845,"28/01/2020","30/01/2020"
2846,"31/01/2020","02/02/2020"
2847,"03/02/2020","05/02/2020"
2866,"31/01/2020","02/02/2020"
2867,"06/02/2020","08/02/2020"
2868,"31/01/2020","02/02/2020"
2869,"29/01/2020","31/01/2020"
2870,"02/02/2020","04/02/2020"
2883,"03/02/2020","05/02/2020"
2884,"30/01/2020","01/02/2020"
2885,"29/01/2020","31/01/2020"
2886,"28/01/2020","30/01/2020"
2887,"31/01/2020","02/02/2020"
2888,"29/01/2020","31/01/2020"
2889,"02/02/2020","04/02/2020"
2890,"28/01/2020","30/01/2020"
2891,"06/02/2020","08/02/2020"
2892,"28/01/2020","30/01/2020"
2893,"04/02/2020","06/02/2020"
2894,"29/01/2020","31/01/2020"
2895,"31/01/2020","02/02/2020"
2902,"04/02/2020","06/02/2020"
2913,"28/01/2020","30/01/2020"
2914,"29/01/2020","31/01/2020"
2920,"06/02/2020","08/02/2020"
2921,"31/01/2020","02/02/2020"
2926,"31/01/2020","02/02/2020"
2927,"05/02/2020","07/02/2020"
2928,"06/02/2020","08/02/2020"
2929,"28/01/2020","30/01/2020"
2930,"03/02/2020","05/02/2020"
2931,"01/02/2020","03/02/2020"
2932,"05/02/2020","07/02/2020"
2933,"03/02/2020","05/02/2020"
2954,"06/02/2020","08/02/2020"
2955,"29/01/2020","31/01/2020"
2956,"05/02/2020","07/02/2020"
2966,"06/02/2020","08/02/2020"
2968,"29/01/2020","31/01/2020"
2971,"04/02/2020","06/02/2020"
2972,"01/02/2020","03/02/2020"
2973,"05/02/2020","07/02/2020"
2974,"02/02/2020","04/02/2020"
2975,"31/01/2020","02/02/2020"
2976,"06/02/2020","08/02/2020"
2977,"04/02/2020","06/02/2020"
2978,"28/01/2020","30/01/2020"
3004,"01/02/2020","03/02/2020"
3005,"03/02/2020","05/02/2020"
3006,"05/02/2020","07/02/2020"
3007,"30/01/2020","01/02/2020"
3008,"06/02/2020","08/02/2020"
3009,"03/02/2020","05/02/2020"
3010,"04/02/2020","06/02/2020"
3011,"30/01/2020","01/02/2020"
3012,"06/02/2020","08/02/2020"
3013,"01/02/2020","03/02/2020"
3026,"31/01/2020","02/02/2020"
3027,"31/01/2020","02/02/2020"
3039,"02/02/2020","04/02/2020"
3040,"05/02/2020","07/02/2020"
3041,"04/02/2020","06/02/2020"
3042,"31/01/2020","02/02/2020"
3064,"06/02/2020","08/02/2020"
3065,"28/01/2020","30/01/2020"
3066,"29/01/2020","31/01/2020"
3067,"02/02/2020","04/02/2020"
3068,"03/02/2020","05/02/2020"
3072,"06/02/2020","08/02/2020"
3073,"02/02/2020","04/02/2020"
3074,"30/01/2020","01/02/2020"
3085,"05/02/2020","07/02/2020"
3086,"02/02/2020","04/02/2020"
3087,"04/02/2020","06/02/2020"
3091,"02/02/2020","04/02/2020"
3092,"02/02/2020","04/02/2020"
3093,"30/01/2020","01/02/2020"
3097,"04/02/2020","06/02/2020"
3098,"03/02/2020","05/02/2020"
3099,"01/02/2020","03/02/2020"
3114,"05/02/2020","07/02/2020"
3115,"06/02/2020","08/02/2020"
3117,"28/01/2020","30/01/2020"
3118,"06/02/2020","08/02/2020"
3119,"02/02/2020","04/02/2020"
3120,"04/02/2020","06/02/2020"
3134,"30/01/2020","01/02/2020"
3135,"06/02/2020","08/02/2020"
3136,"29/01/2020","31/01/2020"
3137,"05/02/2020","07/02/2020"
3138,"05/02/2020","07/02/2020"
3139,"01/02/2020","03/02/2020"
3157,"03/02/2020","05/02/2020"
3162,"01/02/2020","03/02/2020"
3165,"04/02/2020","06/02/2020"
3166,"02/02/2020","04/02/2020"
3167,"04/02/2020","06/02/2020"
3168,"04/02/2020","06/02/2020"
3169,"03/02/2020","05/02/2020"
3170,"30/01/2020","01/02/2020"
3172,"06/02/2020","08/02/2020"
3173,"29/01/2020","31/01/2020"
3193,"06/02/2020","08/02/2020"
3194,"06/02/2020","08/02/2020"
3195,"02/02/2020","04/02/2020"
3196,"05/02/2020","07/02/2020"
3197,"02/02/2020","04/02/2020"
3198,"02/02/2020","04/02/2020"
3199,"28/01/2020","30/01/2020"
3200,"04/02/2020","06/02/2020"
3201,"05/02/2020","07/02/2020"
3238,"02/02/2020","04/02/2020"
3239,"01/02/2020","03/02/2020"
3240,"29/01/2020","31/01/2020"
3241,"04/02/2020","06/02/2020"
3246,"29/01/2020","31/01/2020"
3255,"30/01/2020","01/02/2020"
3256,"03/02/2020","05/02/2020"
3257,"01/02/2020","03/02/2020"
3258,"04/02/2020","06/02/2020"
3259,"30/01/2020","01/02/2020"
3260,"31/01/2020","02/02/2020"
3263,"31/01/2020","02/02/2020"
3275,"03/02/2020","05/02/2020"
3277,"03/02/2020","05/02/2020"
3288,"31/01/2020","02/02/2020"
3289,"02/02/2020","04/02/2020"
3290,"03/02/2020","05/02/2020"
3291,"04/02/2020","06/02/2020"
3292,"01/02/2020","03/02/2020"
3306,"03/02/2020","05/02/2020"
3314,"03/02/2020","05/02/2020"
3315,"28/01/2020","30/01/2020"
3316,"30/01/2020","01/02/2020"
3317,"06/02/2020","08/02/2020"
3318,"31/01/2020","02/02/2020"
3337,"05/02/2020","07/02/2020"
3338,"30/01/2020","01/02/2020"
3339,"28/01/2020","30/01/2020"
3340,"31/01/2020","02/02/2020"
3341,"03/02/2020","05/02/2020"
3342,"29/01/2020","31/01/2020"
3344,"04/02/2020","06/02/2020"
3345,"31/01/2020","02/02/2020"
3366,"03/02/2020","05/02/2020"
3367,"05/02/2020","07/02/2020"
3368,"06/02/2020","08/02/2020"
3369,"04/02/2020","06/02/2020"
3370,"31/01/2020","02/02/2020"
3371,"30/01/2020","01/02/2020"
3372,"01/02/2020","03/02/2020"
3373,"05/02/2020","07/02/2020"
3380,"30/01/2020","01/02/2020"
3381,"01/02/2020","03/02/2020"
3385,"05/02/2020","07/02/2020"
3386,"03/02/2020","05/02/2020"
3387,"04/02/2020","06/02/2020"
3388,"02/02/2020","04/02/2020"
3389,"28/01/2020","30/01/2020"
3397,"31/01/2020","02/02/2020"
3398,"04/02/2020","06/02/2020"
3400,"28/01/2020","30/01/2020"
3401,"04/02/2020","06/02/2020"
3402,"31/01/2020","02/02/2020"
3403,"29/01/2020","31/01/2020"
3404,"31/01/2020","02/02/2020"
3436,"02/02/2020","04/02/2020"
3437,"28/01/2020","30/01/2020"
3438,"28/01/2020","30/01/2020"
3439,"02/02/2020","04/02/2020"
3444,"05/02/2020","07/02/2020"
3447,"28/01/2020","30/01/2020"
3448,"05/02/2020","07/02/2020"
3449,"01/02/2020","03/02/2020"
3450,"01/02/2020","03/02/2020"
3451,"06/02/2020","08/02/2020"
3452,"05/02/2020","07/02/2020"
3453,"02/02/2020","04/02/2020"
3454,"03/02/2020","05/02/2020"
3477,"05/02/2020","07/02/2020"
3478,"02/02/2020","04/02/2020"
3479,"01/02/2020","03/02/2020"
3480,"29/01/2020","31/01/2020"
3481,"28/01/2020","30/01/2020"
3482,"03/02/2020","05/02/2020"
3483,"31/01/2020","02/02/2020"
3500,"01/02/2020","03/02/2020"
3501,"30/01/2020","01/02/2020"
3502,"06/02/2020","08/02/2020"
3503,"30/01/2020","01/02/2020"
3504,"28/01/2020","30/01/2020"
3505,"05/02/2020","07/02/2020"
3506,"05/02/2020","07/02/2020"
3516,"03/02/2020","05/02/2020"
3517,"03/02/2020","05/02/2020"
3518,"01/02/2020","03/02/2020"
3519,"29/01/2020","31/01/2020"
3520,"04/02/2020","06/02/2020"
3521,"01/02/2020","03/02/2020"
3543,"28/01/2020","30/01/2020"
3544,"30/01/2020","01/02/2020"
3545,"06/02/2020","08/02/2020"
3546,"01/02/2020","03/02/2020"
3547,"05/02/2020","07/02/2020"
3548,"02/02/2020","04/02/2020"
3552,"05/02/2020","07/02/2020"
3556,"05/02/2020","07/02/2020"
3563,"04/02/2020","06/02/2020"
3577,"04/02/2020","06/02/2020"
3578,"03/02/2020","05/02/2020"
3579,"01/02/2020","03/02/2020"
3580,"03/02/2020","05/02/2020"
3581,"02/02/2020","04/02/2020"
3582,"05/02/2020","07/02/2020"
3583,"05/02/2020","07/02/2020"
3590,"31/01/2020","02/02/2020"
3591,"05/02/2020","07/02/2020"
3597,"06/02/2020","08/02/2020"
3618,"02/02/2020","04/02/2020"
3619,"29/01/2020","31/01/2020"
3621,"02/02/2020","04/02/2020"
3648,"05/02/2020","07/02/2020"
3651,"02/02/2020","04/02/2020"
3652,"30/01/2020","01/02/2020"
3653,"04/02/2020","06/02/2020"
3654,"02/02/2020","04/02/2020"
3655,"03/02/2020","05/02/2020"
3666,"29/01/2020","31/01/2020"
3667,"01/02/2020","03/02/2020"
3668,"01/02/2020","03/02/2020"
3669,"29/01/2020","31/01/2020"
3670,"05/02/2020","07/02/2020"
3671,"31/01/2020","02/02/2020"
3682,"29/01/2020","31/01/2020"
3683,"05/02/2020","07/02/2020"
3684,"05/02/2020","07/02/2020"
3685,"29/01/2020","31/01/2020"
3686,"02/02/2020","04/02/2020"
3687,"28/01/2020","30/01/2020"
3688,"04/02/2020","06/02/2020"
3689,"05/02/2020","07/02/2020"
3692,"29/01/2020","31/01/2020"
3697,"01/02/2020","03/02/2020"
3706,"29/01/2020","31/01/2020"
3707,"01/02/2020","03/02/2020"
3708,"29/01/2020","31/01/2020"
3713,"02/02/2020","04/02/2020"
3714,"31/01/2020","02/02/2020"
3715,"29/01/2020","31/01/2020"
3717,"31/01/2020","02/02/2020"
3718,"28/01/2020","30/01/2020"
3719,"06/02/2020","08/02/2020"
3730,"01/02/2020","03/02/2020"
3731,"03/02/2020","05/02/2020"
3732,"06/02/2020","08/02/2020"
3736,"28/01/2020","30/01/2020"
3737,"30/01/2020","01/02/2020"
3738,"01/02/2020","03/02/2020"
3754,"06/02/2020","08/02/2020"
3755,"01/02/2020","03/02/2020"
3756,"06/02/2020","08/02/2020"
3757,"02/02/2020","04/02/2020"
3758,"02/02/2020","04/02/2020"
3759,"30/01/2020","01/02/2020"
3760,"03/02/2020","05/02/2020"
3761,"28/01/2020","30/01/2020"
3762,"30/01/2020","01/02/2020"
3764,"06/02/2020","08/02/2020"
3765,"06/02/2020","08/02/2020"
3766,"02/02/2020","04/02/2020"
3767,"31/01/2020","02/02/2020"
3772,"04/02/2020","06/02/2020"
3774,"03/02/2020","05/02/2020"
3775,"04/02/2020","06/02/2020"
3776,"02/02/2020","04/02/2020"
3787,"30/01/2020","01/02/2020"
3788,"02/02/2020","04/02/2020"
3795,"31/01/2020","02/02/2020"
3796,"06/02/2020","08/02/2020"
3797,"02/02/2020","04/02/2020"
3799,"02/02/2020","04/02/2020"
3800,"01/02/2020","03/02/2020"
3801,"04/02/2020","06/02/2020"
3802,"01/02/2020","03/02/2020"
3814,"31/01/2020","02/02/2020"
3815,"03/02/2020","05/02/2020"
3816,"05/02/2020","07/02/2020"
3817,"01/02/2020","03/02/2020"
3818,"06/02/2020","08/02/2020"
3819,"05/02/2020","07/02/2020"
3820,"04/02/2020","06/02/2020"
3821,"02/02/2020","04/02/2020"
3824,"29/01/2020","31/01/2020"
3825,"06/02/2020","08/02/2020"
3854,"04/02/2020","06/02/2020"
3855,"28/01/2020","30/01/2020"
3856,"30/01/2020","01/02/2020"
3857,"03/02/2020","05/02/2020"
3878,"03/02/2020","05/02/2020"
3879,"31/01/2020","02/02/2020"
3880,"02/02/2020","04/02/2020"
3881,"28/01/2020","30/01/2020"
3882,"03/02/2020","05/02/2020"
3890,"30/01/2020","01/02/2020"
3893,"03/02/2020","05/02/2020"
3894,"02/02/2020","04/02/2020"
3895,"06/02/2020","08/02/2020"
3897,"01/02/2020","03/02/2020"
3898,"29/01/2020","31/01/2020"
3899,"06/02/2020","08/02/2020"
3900,"01/02/2020","03/02/2020"
3918,"01/02/2020","03/02/2020"
3919,"31/01/2020","02/02/2020"
3920,"06/02/2020","08/02/2020"
3921,"30/01/2020","01/02/2020"
3922,"06/02/2020","08/02/2020"
3956,"04/02/2020","06/02/2020"
3957,"05/02/2020","07/02/2020"
3958,"28/01/2020","30/01/2020"
3959,"05/02/2020","07/02/2020"
3960,"05/02/2020","07/02/2020"
3961,"31/01/2020","02/02/2020"
3962,"04/02/2020","06/02/2020"
3963,"01/02/2020","03/02/2020"
3964,"05/02/2020","07/02/2020"
3967,"05/02/2020","07/02/2020"
3968,"04/02/2020","06/02/2020"
3973,"04/02/2020","06/02/2020"
3974,"31/01/2020","02/02/2020"
3975,"01/02/2020","03/02/2020"
3976,"30/01/2020","01/02/2020"
3977,"04/02/2020","06/02/2020"
3984,"04/02/2020","06/02/2020"
3985,"29/01/2020","31/01/2020"
3986,"29/01/2020","31/01/2020"
3987,"31/01/2020","02/02/2020"
3988,"06/02/2020","08/02/2020"
3989,"03/02/2020","05/02/2020"
4000,"03/02/2020","05/02/2020"
4003,"05/02/2020","07/02/2020"
4013,"29/01/2020","31/01/2020"
4014,"04/02/2020","06/02/2020"
4015,"03/02/2020","05/02/2020"
4016,"06/02/2020","08/02/2020"
4017,"31/01/2020","02/02/2020"
4033,"31/01/2020","02/02/2020"
4034,"03/02/2020","05/02/2020"
4035,"06/02/2020","08/02/2020"
4036,"01/02/2020","03/02/2020"
4042,"02/02/2020","04/02/2020"
4044,"31/01/2020","02/02/2020"
4045,"06/02/2020","08/02/2020"
4046,"30/01/2020","01/02/2020"
4065,"04/02/2020","06/02/2020"
4066,"31/01/2020","02/02/2020"
4067,"30/01/2020","01/02/2020"
4068,"29/01/2020","31/01/2020"
4069,"01/02/2020","03/02/2020"
4070,"28/01/2020","30/01/2020"
4071,"04/02/2020","06/02/2020"
4080,"04/02/2020","06/02/2020"
4081,"04/02/2020","06/02/2020"
4082,"01/02/2020","03/02/2020"
4083,"02/02/2020","04/02/2020"
4084,"30/01/2020","01/02/2020"
4085,"03/02/2020","05/02/2020"
4104,"04/02/2020","06/02/2020"
4105,"28/01/2020","30/01/2020"
4106,"28/01/2020","30/01/2020"
4107,"01/02/2020","03/02/2020"
4108,"02/02/2020","04/02/2020"
4114,"30/01/2020","01/02/2020"
4115,"03/02/2020","05/02/2020"
4116,"01/02/2020","03/02/2020"
4119,"01/02/2020","03/02/2020"
4120,"30/01/2020","01/02/2020"
4121,"04/02/2020","06/02/2020"
4122,"31/01/2020","02/02/2020"
4123,"01/02/2020","03/02/2020"
4124,"29/01/2020","31/01/2020"
4127,"01/02/2020","03/02/2020"
4128,"01/02/2020","03/02/2020"
4129,"03/02/2020","05/02/2020"
4130,"01/02/2020","03/02/2020"
4157,"02/02/2020","04/02/2020"
4158,"30/01/2020","01/02/2020"
4159,"04/02/2020","06/02/2020"
4168,"30/01/2020","01/02/2020"
4169,"04/02/2020","06/02/2020"
4170,"29/01/2020","31/01/2020"
4171,"01/02/2020","03/02/2020"
4172,"28/01/2020","30/01/2020"
4174,"03/02/2020","05/02/2020"
4177,"31/01/2020","02/02/2020"
4206,"05/02/2020","07/02/2020"
4207,"31/01/2020","02/02/2020"
4208,"05/02/2020","07/02/2020"
4225,"06/02/2020","08/02/2020"
4226,"01/02/2020","03/02/2020"
4227,"29/01/2020","31/01/2020"
4228,"01/02/2020","03/02/2020"
4229,"02/02/2020","04/02/2020"
4230,"29/01/2020","31/01/2020"
4231,"29/01/2020","31/01/2020"
4232,"29/01/2020","31/01/2020"
4233,"01/02/2020","03/02/2020"
4247,"31/01/2020","02/02/2020"
4248,"01/02/2020","03/02/2020"
4249,"31/01/2020","02/02/2020"
4250,"02/02/2020","04/02/2020"
4253,"06/02/2020","08/02/2020"
4254,"03/02/2020","05/02/2020"
4281,"28/01/2020","30/01/2020"
4282,"05/02/2020","07/02/2020"
4283,"04/02/2020","06/02/2020"
4284,"06/02/2020","08/02/2020"
4285,"02/02/2020","04/02/2020"
4286,"03/02/2020","05/02/2020"
4292,"01/02/2020","03/02/2020"
4300,"03/02/2020","05/02/2020"
4312,"04/02/2020","06/02/2020"
4313,"29/01/2020","31/01/2020"
4314,"30/01/2020","01/02/2020"
4315,"30/01/2020","01/02/2020"
4316,"06/02/2020","08/02/2020"
4317,"01/02/2020","03/02/2020"
4318,"28/01/2020","30/01/2020"
4319,"03/02/2020","05/02/2020"
4320,"02/02/2020","04/02/2020"
4335,"03/02/2020","05/02/2020"
4336,"31/01/2020","02/02/2020"
4337,"29/01/2020","31/01/2020"
4338,"01/02/2020","03/02/2020"
4339,"28/01/2020","30/01/2020"
4346,"30/01/2020","01/02/2020"
4347,"01/02/2020","03/02/2020"
4348,"02/02/2020","04/02/2020"
4369,"31/01/2020","02/02/2020"
4370,"02/02/2020","04/02/2020"
4371,"06/02/2020","08/02/2020"
4372,"03/02/2020","05/02/2020"
4373,"03/02/2020","05/02/2020"
4374,"04/02/2020","06/02/2020"
4375,"05/02/2020","07/02/2020"
4401,"31/01/2020","02/02/2020"
4402,"03/02/2020","05/02/2020"
4403,"05/02/2020","07/02/2020"
4404,"01/02/2020","03/02/2020"
4423,"01/02/2020","03/02/2020"
4424,"05/02/2020","07/02/2020"
4425,"05/02/2020","07/02/2020"
4426,"03/02/2020","05/02/2020"
4427,"04/02/2020","06/02/2020"
4428,"05/02/2020","07/02/2020"
4429,"01/02/2020","03/02/2020"
4446,"28/01/2020","30/01/2020"
4472,"03/02/2020","05/02/2020"
4473,"03/02/2020","05/02/2020"
4474,"04/02/2020","06/02/2020"
4475,"28/01/2020","30/01/2020"
4476,"01/02/2020","03/02/2020"
4478,"04/02/2020","06/02/2020"
4479,"02/02/2020","04/02/2020"
4480,"05/02/2020","07/02/2020"
4484,"02/02/2020","04/02/2020"
4497,"06/02/2020","08/02/2020"
4498,"03/02/2020","05/02/2020"
4499,"29/01/2020","31/01/2020"
4500,"30/01/2020","01/02/2020"
4501,"03/02/2020","05/02/2020"
4502,"28/01/2020","30/01/2020"
4514,"04/02/2020","06/02/2020"
4515,"06/02/2020","08/02/2020"
4521,"03/02/2020","05/02/2020"
4522,"03/02/2020","05/02/2020"
4523,"05/02/2020","07/02/2020"
4524,"30/01/2020","01/02/2020"
4527,"06/02/2020","08/02/2020"
4553,"01/02/2020","03/02/2020"
4554,"30/01/2020","01/02/2020"
4556,"02/02/2020","04/02/2020"
4557,"28/01/2020","30/01/2020"
4558,"02/02/2020","04/02/2020"
4559,"05/02/2020","07/02/2020"
4560,"05/02/2020","07/02/2020"
4562,"02/02/2020","04/02/2020"
4581,"03/02/2020","05/02/2020"
4582,"02/02/2020","04/02/2020"
4583,"03/02/2020","05/02/2020"
4584,"02/02/2020","04/02/2020"
4585,"02/02/2020","04/02/2020"
4597,"04/02/2020","06/02/2020"
4598,"28/01/2020","30/01/2020"
4599,"01/02/2020","03/02/2020"
4600,"02/02/2020","04/02/2020"
4601,"01/02/2020","03/02/2020"
4602,"01/02/2020","03/02/2020"
4603,"29/01/2020","31/01/2020"
4604,"28/01/2020","30/01/2020"
4620,"01/02/2020","03/02/2020"
4621,"03/02/2020","05/02/2020"
4622,"02/02/2020","04/02/2020"
4623,"30/01/2020","01/02/2020"
4624,"01/02/2020","03/02/2020"
4625,"29/01/2020","31/01/2020"
4628,"01/02/2020","03/02/2020"
4629,"28/01/2020","30/01/2020"
4631,"28/01/2020","30/01/2020"
4632,"02/02/2020","04/02/2020"
4633,"02/02/2020","04/02/2020"
4636,"03/02/2020","05/02/2020"
4637,"03/02/2020","05/02/2020"
4638,"31/01/2020","02/02/2020"
4639,"03/02/2020","05/02/2020"
4640,"04/02/2020","06/02/2020"
4641,"30/01/2020","01/02/2020"
4642,"06/02/2020","08/02/2020"
4643,"01/02/2020","03/02/2020"
4644,"30/01/2020","01/02/2020"
4668,"05/02/2020","07/02/2020"
4669,"06/02/2020","08/02/2020"
4671,"01/02/2020","03/02/2020"
4672,"30/01/2020","01/02/2020"
4677,"04/02/2020","06/02/2020"
4678,"29/01/2020","31/01/2020"
4679,"01/02/2020","03/02/2020"
4680,"06/02/2020","08/02/2020"
4681,"30/01/2020","01/02/2020"
4682,"02/02/2020","04/02/2020"
4683,"29/01/2020","31/01/2020"
4684,"01/02/2020","03/02/2020"
4685,"04/02/2020","06/02/2020"
4686,"31/01/2020","02/02/2020"
4705,"06/02/2020","08/02/2020"
4706,"01/02/2020","03/02/2020"
4707,"31/01/2020","02/02/2020"
4708,"29/01/2020","31/01/2020"
4710,"01/02/2020","03/02/2020"
4711,"03/02/2020","05/02/2020"
4712,"03/02/2020","05/02/2020"
4716,"31/01/2020","02/02/2020"
4717,"28/01/2020","30/01/2020"
4718,"03/02/2020","05/02/2020"
4730,"04/02/2020","06/02/2020"
4733,"04/02/2020","06/02/2020"
4734,"28/01/2020","30/01/2020"
4735,"05/02/2020","07/02/2020"
4736,"03/02/2020","05/02/2020"
4737,"06/02/2020","08/02/2020"
4739,"30/01/2020","01/02/2020"
4740,"04/02/2020","06/02/2020"
4741,"01/02/2020","03/02/2020"
4742,"04/02/2020","06/02/2020"
4743,"04/02/2020","06/02/2020"
4744,"05/02/2020","07/02/2020"
4745,"06/02/2020","08/02/2020"
4772,"06/02/2020","08/02/2020"
4773,"02/02/2020","04/02/2020"
4774,"30/01/2020","01/02/2020"
4775,"04/02/2020","06/02/2020"
4776,"03/02/2020","05/02/2020"
4777,"03/02/2020","05/02/2020"
4800,"06/02/2020","08/02/2020"
4801,"28/01/2020","30/01/2020"
4802,"01/02/2020","03/02/2020"
4803,"03/02/2020","05/02/2020"
4809,"28/01/2020","30/01/2020"
4813,"02/02/2020","04/02/2020"
4814,"04/02/2020","06/02/2020"
4815,"30/01/2020","01/02/2020"
4816,"31/01/2020","02/02/2020"
4817,"28/01/2020","30/01/2020"
4818,"01/02/2020","03/02/2020"
4822,"30/01/2020","01/02/2020"
4823,"03/02/2020","05/02/2020"
4824,"03/02/2020","05/02/2020"
4827,"05/02/2020","07/02/2020"
4836,"29/01/2020","31/01/2020"
4837,"29/01/2020","31/01/2020"
4838,"03/02/2020","05/02/2020"
4848,"31/01/2020","02/02/2020"
4849,"30/01/2020","01/02/2020"
4850,"30/01/2020","01/02/2020"
4851,"04/02/2020","06/02/2020"
4858,"01/02/2020","03/02/2020"
4859,"04/02/2020","06/02/2020"
4868,"04/02/2020","06/02/2020"
4869,"28/01/2020","30/01/2020"
4870,"04/02/2020","06/02/2020"
4871,"29/01/2020","31/01/2020"
4872,"06/02/2020","08/02/2020"
4873,"04/02/2020","06/02/2020"
4875,"29/01/2020","31/01/2020"
4876,"03/02/2020","05/02/2020"
4895,"05/02/2020","07/02/2020"
4896,"03/02/2020","05/02/2020"
4897,"02/02/2020","04/02/2020"
4898,"03/02/2020","05/02/2020"
4900,"31/01/2020","02/02/2020"
4901,"31/01/2020","02/02/2020"
4902,"30/01/2020","01/02/2020"
4903,"06/02/2020","08/02/2020"
4918,"31/01/2020","02/02/2020"
4919,"03/02/2020","05/02/2020"
4920,"05/02/2020","07/02/2020"
4921,"30/01/2020","01/02/2020"
4922,"04/02/2020","06/02/2020"
4940,"04/02/2020","06/02/2020"
4941,"01/02/2020","03/02/2020"
4942,"02/02/2020","04/02/2020"
4943,"04/02/2020","06/02/2020"
4944,"06/02/2020","08/02/2020"
4945,"28/01/2020","30/01/2020"
4955,"01/02/2020","03/02/2020"
4958,"28/01/2020","30/01/2020"
4959,"03/02/2020","05/02/2020"
