"ID_CS","ID_SOIREE","NBR_PLACE","TARIF","NBR_PLACE_DISPO","STATUT"
1124,750,319,60.7786388951354,309,"Disponible"
1125,750,470,30.187892910908,460,"Disponible"
1126,751,129,38.9907200878952,119,"Disponible"
1127,752,117,46.5708883013576,107,"Disponible"
1128,752,445,42.6412760454696,435,"Disponible"
1129,753,390,54.5305231702514,380,"Disponible"
1130,754,382,61.4418202603702,372,"Disponible"
1131,754,413,33.6815775372088,403,"Disponible"
1132,755,424,55.3835868777242,414,"Disponible"
1133,756,339,70.2247509965673,329,"Disponible"
1134,756,349,46.1879122274695,339,"Disponible"
1135,757,335,93.5837749217171,325,"Disponible"
1136,758,324,91.3057563651819,314,"Disponible"
1137,758,387,17.4863006250234,377,"Disponible"
1138,759,323,61.6007381933741,313,"Disponible"
1139,760,216,52.3950277012773,206,"Disponible"
1140,760,469,27.155367875821,459,"Disponible"
1141,761,265,93.4261838789098,255,"Disponible"
1142,762,169,46.7955263273325,159,"Disponible"
1143,762,230,26.8810760142514,220,"Disponible"
1144,763,469,40.2920614578761,459,"Disponible"
1145,764,135,94.03752196813,125,"Disponible"
1146,764,374,15.326954703778,364,"Disponible"
1147,765,394,40.8393050718587,384,"Disponible"
1148,766,367,90.848765312694,357,"Disponible"
1149,766,135,25.8622568973806,125,"Disponible"
1150,767,443,87.1626739855856,433,"Disponible"
1151,768,463,45.7590259436984,453,"Disponible"
1152,768,451,40.2213540335651,441,"Disponible"
1153,769,232,26.8443416804075,222,"Disponible"
1154,770,198,28.8913477037568,188,"Disponible"
1155,770,157,17.9022400232498,147,"Disponible"
1156,771,406,48.4322982607409,396,"Disponible"
1157,772,369,38.8745728414506,359,"Disponible"
1158,772,119,20.192564392346,109,"Disponible"
1159,773,272,89.5386493124533,262,"Disponible"
1160,774,191,68.3417064021342,181,"Disponible"
1161,774,241,47.3956907604588,231,"Disponible"
1162,775,180,66.3847882708069,170,"Disponible"
1163,776,155,27.2558667580597,145,"Disponible"
1164,776,278,17.4693067703629,268,"Disponible"
1165,777,269,42.6076702831779,259,"Disponible"
1166,778,228,81.8876645294949,218,"Disponible"
1167,778,431,17.9681918234564,421,"Disponible"
1168,779,461,47.5019079167396,451,"Disponible"
1169,780,420,84.7644862660673,410,"Disponible"
1170,780,298,21.5164658206049,288,"Disponible"
1171,781,375,49.7819059470203,365,"Disponible"
1172,782,428,31.0446988267358,418,"Disponible"
1173,782,384,33.6340318113798,374,"Disponible"
1174,783,272,28.9058957714587,262,"Disponible"
1175,784,163,79.7162838105578,153,"Disponible"
1176,784,254,49.3628022290068,244,"Disponible"
1177,785,484,89.9711788457353,474,"Disponible"
1178,786,441,95.3596061561257,431,"Disponible"
1179,786,481,45.4591803456424,471,"Disponible"
1180,787,461,70.8335604751483,451,"Disponible"
1181,788,363,74.767469719518,353,"Disponible"
1182,788,347,25.9864019899396,337,"Disponible"
1183,789,406,39.894429105334,396,"Disponible"
1184,790,361,41.561838571215,351,"Disponible"
1185,790,209,31.0997440828942,199,"Disponible"
1186,791,291,70.6202462257352,281,"Disponible"
1187,792,453,26.8538249831181,443,"Disponible"
1188,792,145,48.1795700994553,135,"Disponible"
1189,793,253,69.6747442707419,243,"Disponible"
1190,794,395,61.8914046965074,385,"Disponible"
1191,794,442,43.2658439211082,432,"Disponible"
1192,795,217,73.2419171545189,207,"Disponible"
1193,796,319,76.7384649603628,309,"Disponible"
1194,796,315,15.0070353585761,305,"Disponible"
1195,797,309,28.4380963945296,299,"Disponible"
1196,798,125,38.8524768000934,115,"Disponible"
1197,798,326,17.8253649792168,316,"Disponible"
1198,799,246,50.2886244736146,236,"Disponible"
1199,800,363,73.1553281308152,353,"Disponible"
1200,800,357,42.7630326710641,347,"Disponible"
1201,801,329,77.7004129253328,319,"Disponible"
1202,802,299,78.5408807278145,289,"Disponible"
1203,802,392,42.1647186798509,382,"Disponible"
1204,803,401,80.9045303089079,391,"Disponible"
1205,804,486,53.560214623576,476,"Disponible"
1206,804,222,48.7958967569284,212,"Disponible"
1207,805,424,45.8984573488124,414,"Disponible"
1208,806,371,83.0481559270993,361,"Disponible"
1209,806,259,21.8074541015085,249,"Disponible"
1210,807,156,36.8596068175975,146,"Disponible"
1211,808,354,58.136634901166,344,"Disponible"
1212,808,205,36.1978925357107,195,"Disponible"
1213,809,111,31.1926319613121,101,"Disponible"
1214,810,280,57.7898320509121,270,"Disponible"
1215,810,210,16.7554884421406,200,"Disponible"
1216,811,471,79.7482761379797,461,"Disponible"
1217,812,201,50.2429049636703,191,"Disponible"
1218,812,266,13.9177557983203,256,"Disponible"
1219,813,180,73.5954137053341,170,"Disponible"
1220,814,277,75.2076494507492,267,"Disponible"
1221,814,255,36.9360993296141,245,"Disponible"
1222,815,472,48.8301084144041,462,"Disponible"
1223,816,181,47.1082837379072,171,"Disponible"
1224,816,191,30.2269789826823,181,"Disponible"
1225,817,365,51.9949834560975,355,"Disponible"
1226,818,129,39.7861215402372,119,"Disponible"
1227,818,265,16.7351784970379,255,"Disponible"
1228,819,260,36.2267215095926,250,"Disponible"
1229,820,342,96.2526255752891,332,"Disponible"
1230,820,285,13.2143662427552,275,"Disponible"
1231,821,297,42.8696700837463,287,"Disponible"
1232,822,399,45.7296748762019,389,"Disponible"
1233,822,273,29.1497243364574,263,"Disponible"
1234,823,452,99.6251019183546,442,"Disponible"
1235,824,316,55.0895129912533,306,"Disponible"
1236,824,396,43.0304530222202,386,"Disponible"
1237,825,306,50.0407958170399,296,"Disponible"
1238,826,204,61.3397361885291,194,"Disponible"
1239,826,397,14.4381602614885,387,"Disponible"
1240,827,174,82.3068410449196,164,"Disponible"
1241,828,404,63.9504846418276,394,"Disponible"
1242,828,353,15.6561166339088,343,"Disponible"
1243,829,280,45.5520847346634,270,"Disponible"
1244,830,336,55.1200852671172,326,"Disponible"
1245,830,279,18.3641223266022,269,"Disponible"
1246,831,210,88.2940252427943,200,"Disponible"
1247,832,271,27.4878166499548,261,"Disponible"
1248,832,361,43.3011080807773,351,"Disponible"
1249,833,506,92.5520501448773,496,"Disponible"
1250,834,271,82.3628103826195,261,"Disponible"
1251,834,149,48.0473657720722,139,"Disponible"
1252,835,156,88.0064869357739,146,"Disponible"
1253,836,348,86.7092922679149,338,"Disponible"
1254,836,307,18.3247705484973,297,"Disponible"
1255,837,313,79.8942885943688,303,"Disponible"
1256,838,214,28.5549453808926,204,"Disponible"
1257,838,285,41.3496392953675,275,"Disponible"
1258,839,444,92.7186435088515,434,"Disponible"
1259,840,136,46.9488063652534,126,"Disponible"
1260,840,188,36.0849609191064,178,"Disponible"
1261,841,385,68.1762484891806,375,"Disponible"
1262,842,111,96.997893974185,101,"Disponible"
1263,842,415,39.8106758511858,405,"Disponible"
1264,843,212,90.4102496861015,202,"Disponible"
1265,844,217,29.9550266179722,207,"Disponible"
1266,844,232,39.2767093115253,222,"Disponible"
1267,845,284,28.0065879691392,274,"Disponible"
1268,846,262,51.1378391063772,252,"Disponible"
1269,846,201,16.7150360852247,191,"Disponible"
1270,847,171,33.7130935396999,161,"Disponible"
1271,848,134,64.642148866551,124,"Disponible"
1272,848,436,27.53836082411,426,"Disponible"
1273,849,356,95.8264882909134,346,"Disponible"
1274,850,146,26.5242856927216,136,"Disponible"
1275,850,135,13.7793514120858,125,"Disponible"
1276,851,364,38.0684139148798,354,"Disponible"
1277,852,271,38.9190472720657,261,"Disponible"
1278,852,164,31.2445957417367,154,"Disponible"
1279,853,206,75.3679276967887,196,"Disponible"
1280,854,347,59.2978500411846,337,"Disponible"
1281,854,218,22.264915012056,208,"Disponible"
1282,855,473,85.7191554910969,463,"Disponible"
1283,856,136,33.1726184347644,126,"Disponible"
1284,856,189,37.6384834846249,179,"Disponible"
1285,857,402,84.8549349117093,392,"Disponible"
1286,858,323,88.0865382670891,313,"Disponible"
1287,858,378,28.795098917908,368,"Disponible"
1288,859,383,38.8508748088498,373,"Disponible"
1289,860,416,71.9310746353585,406,"Disponible"
1290,860,220,28.6256896797568,210,"Disponible"
1291,861,416,27.6999340159819,406,"Disponible"
1292,862,216,32.7714043203741,206,"Disponible"
1293,862,472,24.9029714090284,462,"Disponible"
1294,863,394,96.4333702635486,384,"Disponible"
1295,864,312,37.7778777154163,302,"Disponible"
1296,864,416,42.882346251281,406,"Disponible"
1297,865,137,83.4402989537921,127,"Disponible"
1298,866,291,44.6733587654307,281,"Disponible"
1299,866,416,18.8175753690302,406,"Disponible"
1300,867,345,84.6550391812343,335,"Disponible"
1301,868,370,55.1066879648715,360,"Disponible"
1302,868,462,49.3861654045759,452,"Disponible"
1303,869,248,99.9675475235563,238,"Disponible"
1304,870,398,28.8381166639738,388,"Disponible"
1305,870,359,17.7269164007157,349,"Disponible"
1306,871,234,94.1514809441287,224,"Disponible"
1307,872,210,45.2437443425879,200,"Disponible"
1308,872,148,33.4281747840578,138,"Disponible"
1309,873,365,88.1561380287167,355,"Disponible"
1310,874,498,65.2258340967819,488,"Disponible"
1311,874,307,25.1308016129769,297,"Disponible"
1312,875,127,77.6747135736514,117,"Disponible"
1313,876,407,64.2710310406983,397,"Disponible"
1314,876,426,44.2428884009132,416,"Disponible"
1315,877,189,94.5641537138727,179,"Disponible"
1316,878,321,92.5735819793772,311,"Disponible"
1317,878,145,44.6787539840443,135,"Disponible"
1318,879,333,85.704772407189,323,"Disponible"
1319,880,312,41.8134638806805,302,"Disponible"
1320,880,220,35.9950785845285,210,"Disponible"
1321,881,202,88.7090476520825,192,"Disponible"
1322,882,503,93.4497911250219,493,"Disponible"
1323,882,184,14.6753490786068,174,"Disponible"
1324,883,326,81.5288268378936,316,"Disponible"
1325,884,352,98.4520942089148,342,"Disponible"
1326,884,148,24.6674583439017,138,"Disponible"
1327,885,286,55.7203609903809,276,"Disponible"
1328,886,163,54.9561635125428,153,"Disponible"
1329,886,265,34.797328413697,255,"Disponible"
1330,887,412,48.2941904454492,402,"Disponible"
1331,888,387,77.8338524221908,377,"Disponible"
1332,888,144,18.5194923309609,134,"Disponible"
1333,889,317,97.5139512331225,307,"Disponible"
1334,890,243,81.0561335121747,233,"Disponible"
1335,890,394,22.2337024286389,384,"Disponible"
1336,891,236,67.9812740709167,226,"Disponible"
1337,892,304,50.8235752233304,294,"Disponible"
1338,892,141,49.8517643922241,131,"Disponible"
1339,893,311,92.1533965447452,301,"Disponible"
1340,894,429,83.3648620871827,419,"Disponible"
1341,894,176,38.0819807731314,166,"Disponible"
1342,895,113,79.5833127573133,103,"Disponible"
1343,896,486,91.1938512697816,476,"Disponible"
1344,896,232,15.1025114872027,222,"Disponible"
1345,897,323,77.3578047985211,313,"Disponible"
1346,898,177,51.7869448638521,167,"Disponible"
1347,898,320,28.2551357813645,310,"Disponible"
1348,899,421,79.5562832325231,411,"Disponible"
1349,900,117,82.3952492210083,107,"Disponible"
1350,900,293,18.6025951639749,283,"Disponible"
1351,901,363,93.6008317279629,353,"Disponible"
1352,902,400,84.0262385492679,390,"Disponible"
1353,902,488,40.1858665049076,478,"Disponible"
1354,903,481,42.4677782750223,471,"Disponible"
1355,904,210,54.8212173685897,200,"Disponible"
1356,904,228,35.3694881254341,218,"Disponible"
1357,905,182,73.0591901286971,172,"Disponible"
1358,906,148,99.8290329764131,138,"Disponible"
1359,906,290,37.5204795243917,280,"Disponible"
1360,907,256,78.1673966383096,246,"Disponible"
1361,908,180,26.9002866058145,170,"Disponible"
1362,908,190,32.1299605100648,180,"Disponible"
1363,909,376,90.7765831041615,366,"Disponible"
1364,910,448,51.6237871721387,438,"Disponible"
1365,910,282,13.2250245835166,272,"Disponible"
1366,911,319,79.9523489899002,309,"Disponible"
1367,912,315,62.5423527439125,305,"Disponible"
1368,912,281,43.5201702202903,271,"Disponible"
1369,913,248,74.9214505893178,238,"Disponible"
1370,914,397,70.2299106167629,387,"Disponible"
1371,914,306,21.9103991606971,296,"Disponible"
1372,915,177,52.8331391280517,167,"Disponible"
1373,916,493,70.9022026043385,483,"Disponible"
1374,916,283,31.8646001338493,273,"Disponible"
1375,917,285,53.9759405713994,275,"Disponible"
1376,918,390,61.1447943199892,380,"Disponible"
1377,918,490,28.5354478663066,480,"Disponible"
1378,919,431,96.9105302006938,421,"Disponible"
1379,920,500,84.8996476153843,490,"Disponible"
1380,920,485,49.2723958945135,475,"Disponible"
1381,921,277,44.6222238999326,267,"Disponible"
1382,922,230,38.4588753047865,220,"Disponible"
1383,922,170,36.5904136211611,160,"Disponible"
1384,923,376,33.4067618707195,366,"Disponible"
1385,924,182,80.7462553551886,172,"Disponible"
1386,924,463,44.837106243358,453,"Disponible"
1387,925,394,47.6901207235642,384,"Disponible"
1388,926,483,81.99517801404,473,"Disponible"
1389,926,181,34.2285137274303,171,"Disponible"
1390,927,220,56.505009054672,210,"Disponible"
1391,928,235,68.5148168704472,225,"Disponible"
1392,928,354,21.9399855675874,344,"Disponible"
1393,929,487,84.2048817547038,477,"Disponible"
1394,930,489,42.945310351206,479,"Disponible"
1395,930,259,45.5058949184604,249,"Disponible"
1396,931,187,92.1573721861932,177,"Disponible"
1397,932,341,71.1670592892915,331,"Disponible"
1398,932,300,14.334253440029,290,"Disponible"
1399,933,316,66.85564822983,306,"Disponible"
1400,934,131,69.3145335186273,121,"Disponible"
1401,934,289,22.0455910341116,279,"Disponible"
1402,935,232,87.8955973603297,222,"Disponible"
1403,936,219,69.8473451368045,209,"Disponible"
1404,936,284,18.7294962874148,274,"Disponible"
1405,937,298,45.4505519475788,288,"Disponible"
1406,938,213,83.2961888227146,203,"Disponible"
1407,938,253,13.4822959429584,243,"Disponible"
1408,939,159,56.7496976756956,149,"Disponible"
1409,940,454,69.3271785974503,444,"Disponible"
1410,940,231,27.3612334334757,221,"Disponible"
1411,941,258,62.3939548851922,248,"Disponible"
1412,942,457,98.3349074842408,447,"Disponible"
1413,942,438,37.3523720656522,428,"Disponible"
1414,943,216,26.5911198803224,206,"Disponible"
1415,944,221,66.5407936321571,211,"Disponible"
1416,944,397,35.3367234929465,387,"Disponible"
1417,945,288,65.0348156574182,278,"Disponible"
1418,946,414,49.939628969878,404,"Disponible"
1419,946,222,41.6767105692998,212,"Disponible"
1420,947,184,94.1500510438345,174,"Disponible"
1421,948,503,75.0202119699679,493,"Disponible"
1422,948,207,44.3576003861381,197,"Disponible"
1423,949,236,95.8169935853221,226,"Disponible"
1424,950,482,30.1541755208746,472,"Disponible"
1425,950,296,25.8831563434796,286,"Disponible"
1426,951,502,72.9255730577279,492,"Disponible"
1427,952,125,30.3523112961557,115,"Disponible"
1428,952,135,36.4691866969224,125,"Disponible"
1429,953,375,78.1093311088625,365,"Disponible"
1430,954,337,89.6746541780885,327,"Disponible"
1431,954,488,24.8289774172008,478,"Disponible"
1432,955,257,58.6461263534147,247,"Disponible"
1433,956,416,68.0803456867579,406,"Disponible"
1434,956,193,17.5490222492954,183,"Disponible"
1435,957,114,64.9239184160251,104,"Disponible"
1436,958,339,62.1746206306852,329,"Disponible"
1437,958,197,18.2107057771645,187,"Disponible"
1438,959,431,44.075246603461,421,"Disponible"
1439,960,388,35.3814953705296,378,"Disponible"
1440,960,453,17.0797911996488,443,"Disponible"
1441,961,372,28.6383305094205,362,"Disponible"
1442,962,153,56.1123907042202,143,"Disponible"
1443,962,341,47.0585585484514,331,"Disponible"
1444,963,281,64.6034506324213,271,"Disponible"
1445,964,361,86.6058008745313,351,"Disponible"
1446,964,477,43.3014052541694,467,"Disponible"
1447,965,475,50.8869961951859,465,"Disponible"
1448,966,316,92.2212841804139,306,"Disponible"
1449,966,345,34.4273304624949,335,"Disponible"
1450,967,214,25.2739210322034,204,"Disponible"
1451,968,142,97.8753839270212,132,"Disponible"
1452,968,420,31.0157636471558,410,"Disponible"
1453,969,348,57.9318664211314,338,"Disponible"
1454,970,399,72.51319278148,389,"Disponible"
1455,970,441,28.9855434588389,431,"Disponible"
1456,971,455,63.0470243399031,445,"Disponible"
1457,972,350,35.3678285726346,340,"Disponible"
1458,972,290,14.8230174585478,280,"Disponible"
1459,973,490,38.4624886384699,480,"Disponible"
1460,974,355,40.4046188225038,345,"Disponible"
1461,974,504,29.492584487889,494,"Disponible"
1462,975,466,72.6661110878922,456,"Disponible"
1463,976,146,74.8412844608538,136,"Disponible"
1464,976,146,13.3115320059005,136,"Disponible"
1465,977,505,40.6517939001787,495,"Disponible"
1466,978,441,90.3363413992338,431,"Disponible"
1467,978,427,27.4316246737726,417,"Disponible"
1468,979,469,74.5959617313929,459,"Disponible"
1469,980,469,90.3697740868665,459,"Disponible"
1470,980,488,22.3891282337718,478,"Disponible"
1471,981,481,96.071498200763,471,"Disponible"
1472,982,413,26.9990444590803,403,"Disponible"
1473,982,244,18.7991225655423,234,"Disponible"
1474,983,229,62.713088496821,219,"Disponible"
1475,984,278,28.194388927659,268,"Disponible"
1476,984,279,28.2031350128818,269,"Disponible"
1477,985,380,68.2258661079686,370,"Disponible"
1478,986,134,53.2087657018565,124,"Disponible"
1479,986,396,46.2562474131119,386,"Disponible"
1480,987,209,85.1759711978957,199,"Disponible"
1481,988,431,81.8420170689933,421,"Disponible"
1482,988,473,14.533390844008,463,"Disponible"
1483,989,158,26.3901329482906,148,"Disponible"
1484,990,239,57.2953645489179,229,"Disponible"
1485,990,297,41.519538796274,287,"Disponible"
1486,991,263,83.8740371051244,253,"Disponible"
1487,992,497,64.1017184301745,487,"Disponible"
1488,992,266,35.1300297508715,256,"Disponible"
1489,993,159,62.358090293128,149,"Disponible"
1490,994,384,67.3087170056533,374,"Disponible"
1491,994,412,34.2495755990967,402,"Disponible"
1492,995,459,40.6587001343723,449,"Disponible"
1493,996,504,91.812439635396,494,"Disponible"
1494,996,311,23.4431238757679,301,"Disponible"
1495,997,478,99.0979562746361,468,"Disponible"
1496,998,503,69.3051219161134,493,"Disponible"
1497,998,133,26.3840582920238,123,"Disponible"
1498,999,488,84.1242222464643,478,"Disponible"
1499,1000,388,97.8339206776582,378,"Disponible"
1500,1000,160,16.1553886078764,150,"Disponible"
1501,1001,164,31.7172402632423,154,"Disponible"
1502,1002,417,80.8936968911439,407,"Disponible"
1503,1002,166,23.8305448612664,156,"Disponible"
1504,1003,496,96.1536684772,486,"Disponible"
1505,1004,419,66.9909160817042,409,"Disponible"
1506,1004,198,24.0867831686046,188,"Disponible"
1507,1005,353,27.8718128683977,343,"Disponible"
1508,1006,335,55.8059986855369,325,"Disponible"
1509,1006,495,33.6680664942833,485,"Disponible"
1510,1007,368,58.546750806272,358,"Disponible"
1511,1008,395,67.7733117365278,385,"Disponible"
1512,1008,420,18.8959240214899,410,"Disponible"
1513,1009,259,54.6108886483125,249,"Disponible"
1514,1010,149,28.1647283234634,139,"Disponible"
1515,1010,164,49.0811191441026,154,"Disponible"
1516,1011,439,30.4403358255513,429,"Disponible"
1517,1012,455,80.6386609503534,445,"Disponible"
1518,1012,182,38.5044592694612,172,"Disponible"
1519,1013,158,57.7761955326423,148,"Disponible"
1520,1014,149,72.4834712862503,139,"Disponible"
1521,1014,497,14.3797093915055,487,"Disponible"
1522,1015,289,55.2469966060016,279,"Disponible"
1523,1016,479,33.5465825453866,469,"Disponible"
1524,1016,243,26.9372975861188,233,"Disponible"
1525,1017,456,65.5555619625375,446,"Disponible"
1526,1018,421,42.5200212106574,411,"Disponible"
1527,1018,469,27.4554839357734,459,"Disponible"
1528,1019,500,99.3156550626736,490,"Disponible"
1529,1020,256,56.2947344151326,246,"Disponible"
1530,1020,506,19.7567318915389,496,"Disponible"
1531,1021,218,49.7356771491468,208,"Disponible"
1532,1022,165,85.8008956885897,155,"Disponible"
1533,1022,323,33.8125893729739,313,"Disponible"
1534,1023,403,61.2241898197681,393,"Disponible"
1535,1024,280,91.8411985912826,270,"Disponible"
1536,1024,353,20.9889694902813,343,"Disponible"
1537,1025,331,87.4732803902589,321,"Disponible"
1538,1026,391,89.647029468324,381,"Disponible"
1539,1026,119,28.614426148124,109,"Disponible"
1540,1027,433,98.8592554058414,423,"Disponible"
1541,1028,323,68.7420268135611,313,"Disponible"
1542,1028,394,48.0089183227392,384,"Disponible"
1543,1029,200,48.7391980132088,190,"Disponible"
1544,1030,189,88.1919260660652,179,"Disponible"
1545,1030,232,34.9219294730574,222,"Disponible"
1546,1031,410,93.2877302228007,400,"Disponible"
1547,1032,443,54.0748443396296,433,"Disponible"
1548,1032,178,43.5352108383086,168,"Disponible"
1549,1033,170,34.9661605781876,160,"Disponible"
1550,1034,315,76.8606462690514,305,"Disponible"
1551,1034,422,27.1463802579092,412,"Disponible"
1552,1035,401,71.3280424359255,391,"Disponible"
1553,1036,407,86.2051287374925,397,"Disponible"
1554,1036,452,45.4359647177625,442,"Disponible"
1555,1037,463,57.9720011039171,453,"Disponible"
1556,1038,494,54.0991347806994,484,"Disponible"
1557,1038,346,33.085969084641,336,"Disponible"
1558,1039,139,77.9556517780293,129,"Disponible"
1559,1040,306,62.3219229222741,296,"Disponible"
1560,1040,381,30.9335850586649,371,"Disponible"
1561,1041,226,64.423496829113,216,"Disponible"
1562,1042,427,36.1072125437204,417,"Disponible"
1563,1042,290,47.3526114714332,280,"Disponible"
1564,1043,179,71.7244239640422,169,"Disponible"
1565,1044,226,37.0064974180423,216,"Disponible"
1566,1044,412,18.5987852746621,402,"Disponible"
1567,1045,332,95.4010432469659,322,"Disponible"
1568,1046,280,52.9409182490781,270,"Disponible"
1569,1046,225,20.0389032223029,215,"Disponible"
1570,1047,172,67.4796948733274,162,"Disponible"
1571,1048,183,76.1460940353572,173,"Disponible"
1572,1048,225,38.3166271320079,215,"Disponible"
1573,1049,375,31.7878041882068,365,"Disponible"
1574,1050,217,74.7617477260064,207,"Disponible"
1575,1050,218,24.3695791868959,208,"Disponible"
1576,1051,170,27.6258317753673,160,"Disponible"
1577,1052,234,26.2670369644184,224,"Disponible"
1578,1052,350,49.8759575770237,340,"Disponible"
1579,1053,291,44.8737675033044,281,"Disponible"
1580,1054,331,40.6236601993442,321,"Disponible"
1581,1054,376,28.4455666493159,366,"Disponible"
1582,1055,232,96.0668146028183,222,"Disponible"
1583,1056,121,52.1055287797935,111,"Disponible"
1584,1056,497,46.2042525381548,487,"Disponible"
1585,1057,492,79.4819077418651,482,"Disponible"
1586,1058,437,58.4801606019028,427,"Disponible"
1587,1058,509,40.8049363933969,499,"Disponible"
1588,1059,291,59.3706395186018,281,"Disponible"
1589,1060,146,66.4453607401811,136,"Disponible"
1590,1060,306,30.1104116195347,296,"Disponible"
1591,1061,371,74.9541758617852,361,"Disponible"
1592,1062,435,68.1789818452671,425,"Disponible"
1593,1062,280,30.1859428087482,270,"Disponible"
1594,1063,250,65.8295864763204,240,"Disponible"
1595,1064,474,92.9526350926608,464,"Disponible"
1596,1064,156,15.5890391615685,146,"Disponible"
1597,1065,178,85.2738300571218,168,"Disponible"
1598,1066,320,61.6831216146238,310,"Disponible"
1599,1066,299,29.2929475923302,289,"Disponible"
1600,1067,223,99.6600559737999,213,"Disponible"
1601,1068,293,58.1745483970735,283,"Disponible"
1602,1068,301,43.7639912881423,291,"Disponible"
1603,1069,148,62.4091578414664,138,"Disponible"
1604,1070,343,30.1063198305201,333,"Disponible"
1605,1070,461,45.0891810236499,451,"Disponible"
1606,1071,467,41.9601516216062,457,"Disponible"
1607,1072,346,95.5181058146991,336,"Disponible"
1608,1072,464,42.6517437328584,454,"Disponible"
1609,1073,375,92.1375246252865,365,"Disponible"
1610,1074,209,43.7510038726032,199,"Disponible"
1611,1074,381,45.3933153155958,371,"Disponible"
1612,1075,272,26.9755966262892,262,"Disponible"
1613,1076,156,68.9449275436345,146,"Disponible"
1614,1076,329,22.7058812888572,319,"Disponible"
1615,1077,475,98.1530489982106,465,"Disponible"
1616,1078,202,64.5902410324197,192,"Disponible"
1617,1078,243,27.4838515091687,233,"Disponible"
1618,1079,115,60.0033072463702,105,"Disponible"
1619,1080,290,90.0963371619582,280,"Disponible"
1620,1080,428,32.5242713763146,418,"Disponible"
1621,1081,211,72.3378485185094,201,"Disponible"
1622,1082,291,50.1196853816509,281,"Disponible"
1623,1082,486,25.7930409134133,476,"Disponible"
1624,1083,322,36.409397283569,312,"Disponible"
1625,1084,428,44.9147080886178,418,"Disponible"
1626,1084,403,17.4910984263988,393,"Disponible"
1627,1085,249,61.2215419765562,239,"Disponible"
1628,1086,117,28.1446227396373,107,"Disponible"
1629,1086,219,15.7560920983087,209,"Disponible"
1630,1087,317,58.2964311703108,307,"Disponible"
1631,1088,382,76.5674937807489,372,"Disponible"
1632,1088,497,49.0700623922748,487,"Disponible"
1633,1089,343,98.8875798124354,333,"Disponible"
1634,1090,372,62.8102421585936,362,"Disponible"
1635,1090,231,24.5482575352071,221,"Disponible"
1636,1091,311,61.9344358856324,301,"Disponible"
1637,1092,427,99.5668505900539,417,"Disponible"
1638,1092,423,30.9399762511021,413,"Disponible"
1639,1093,398,80.9369425522164,388,"Disponible"
1640,1094,363,33.4765977226198,353,"Disponible"
1641,1094,319,22.0064451277722,309,"Disponible"
1642,1095,423,78.5407293995377,413,"Disponible"
1643,1096,214,75.8688495436218,204,"Disponible"
1644,1096,245,17.9611212428426,235,"Disponible"
1645,1097,368,80.0004608696327,358,"Disponible"
1646,1098,345,83.1914999696892,335,"Disponible"
1647,1098,434,29.8854606779059,424,"Disponible"
1648,1099,166,89.1874272434507,156,"Disponible"
1649,1100,145,53.2711095991544,135,"Disponible"
1650,1100,463,36.0853360441979,453,"Disponible"
1651,1101,479,99.3915602157358,469,"Disponible"
1652,1102,117,94.8604160454124,107,"Disponible"
1653,1102,262,24.8511450277874,252,"Disponible"
1654,1103,279,73.1542191351764,269,"Disponible"
1655,1104,387,85.0613924325444,377,"Disponible"
1656,1104,480,37.4968456220813,470,"Disponible"
1657,1105,352,78.9517910801806,342,"Disponible"
1658,1106,165,79.8944749170914,155,"Disponible"
1659,1106,207,14.2761879280442,197,"Disponible"
1660,1107,246,53.7836867617443,236,"Disponible"
1661,1108,498,50.4357301048003,488,"Disponible"
1662,1108,278,43.9152389240917,268,"Disponible"
1663,1109,335,48.4912520099897,325,"Disponible"
1664,1110,166,38.4979342576116,156,"Disponible"
1665,1110,199,32.0639107900206,189,"Disponible"
1666,1111,255,26.9385978928767,245,"Disponible"
1667,1112,305,72.1765528491233,295,"Disponible"
1668,1112,276,19.3504166469211,266,"Disponible"
1669,1113,305,83.2742278696969,295,"Disponible"
1670,1114,181,56.209380045766,171,"Disponible"
1671,1114,239,32.452750595985,229,"Disponible"
1672,1115,136,90.6235929578543,126,"Disponible"
1673,1116,354,75.1240529236384,344,"Disponible"
1674,1116,356,39.8714566545095,346,"Disponible"
1675,1117,196,88.8314069714397,186,"Disponible"
1676,1118,392,56.6015523218084,382,"Disponible"
1677,1118,430,49.4391210726462,420,"Disponible"
1678,1119,264,85.0106786179822,254,"Disponible"
1679,1120,254,66.2876514426898,244,"Disponible"
1680,1120,182,17.4921969970455,172,"Disponible"
1681,1121,421,69.2435260862112,411,"Disponible"
1682,1122,492,58.5890128859319,482,"Disponible"
1683,1122,436,22.8672376222676,426,"Disponible"
1684,1123,368,47.6619717257563,358,"Disponible"
1685,1124,432,74.3290933198296,422,"Disponible"
1686,1124,288,34.665778328781,278,"Disponible"
1687,1125,157,80.1731963350903,147,"Disponible"
1688,1126,113,37.3278199636843,103,"Disponible"
1689,1126,508,21.1771988426335,498,"Disponible"
1690,1127,123,72.0468215760775,113,"Disponible"
1691,1128,380,31.915781495627,370,"Disponible"
1692,1128,168,24.8710226762341,158,"Disponible"
1693,1129,230,48.3714842004701,220,"Disponible"
1694,1130,496,78.1711190240458,486,"Disponible"
1695,1130,181,18.5754578793421,171,"Disponible"
1696,1131,470,50.4165239341091,460,"Disponible"
1697,1132,111,82.5940219510812,101,"Disponible"
