"ID_HEBERGEMENT","LATITUDE","LONGITUDE","ID_USER","TYPE","NOMBRE_ETOILE","NOM","ADRESSE","EMAIL","SITE_WEB","TELEPHONE","NOTE_GLOBAL","DATE_CREATION","STATUT"
1690,43.606859,3.882251,2,"HÔTEL",2,"HÔTEL LE MISTRAL","25 RUE BOUSSAIROLLES","hotel-le-mistral@wanadoo.fr","http://www.hotel-le-mistral.com","467584525",20,"22/06/2017","Actif"
1691,45.905722,6.704189,2,"HÔTEL",3,"HÔTEL LA MAISON BLANCHE","64 rue du Vieux Pont","hotelresa@chaletlamaisonblanche.com","http://www.chaletlamaisonblanche.com","450477581",75,"14/03/2016","Actif"
1692,50.019968,4.039368,2,"HÔTEL",3,"CHÂTEAU DE LA MARLIÈRE","62-64 rue Théophile Legrand","infos@chateaudelamarliere.com","www.chateaudelamarliere.com","327588800",41,"10/09/2016","Actif"
1693,43.295549,5.374785,2,"HÔTEL",3,"HÔTEL ESCALE OCÉANIA MARSEILLE","5 LA CANEBIèRE","escaleoceania.marseille@oceaniahotels.com","http://www.oceaniahotels.com","491906161",87,"12/05/2016","Actif"
1694,44.902118,1.218021,2,"RÉSIDENCE DE TOURISME",3,"MANOA VACANCES","15 COTE DE RAVAT","contact@manoa-vacances.fr","www.manoa-vacances.com","553295672",71,"03/05/2013","Actif"
1695,44.289084,6.569334,2,"RÉSIDENCE DE TOURISME",3,"RÉSIDENCE CENTRAL PARK LABELLEMONTAGNE","IMMEUBLE CENTRAL PARK  QUARTIER LES CHAUVETS","francoise.remy@labellemontagne.com","http://valallos.labellemontagne.com/hiver/hebergement/","680927819",89,"05/11/2017","Actif"
1696,44.29123,6.571033,2,"RÉSIDENCE DE TOURISME",2,"RÉSIDENCE LES BALCONS DU SOLEIL","Route du col d'Allos","balconsdusoleil@vacanceole.com","http://www.vacanceole.com/fr/location-vacances/vacances-montagne-1/residence-les-balcons-du-soleil-6.html","04 92 83 10 38",13,"02/07/2013","Actif"
1697,46.277533,6.835759,2,"HÔTEL",3,"HÔTEL ARC EN CIEL","1204 route du petit châtel","b.g.onon@hotmail.fr","www.hotel-arcenciel.fr","04.50.73.20.08",67,"23/11/2012","Actif"
1698,50.270334,2.454777,2,"CAMPING",2,"CAMPING ESPACE VERT","7 Rue du 8 Mai","camping.espace.vert@wanadoo.fr","-","03 21 48 43 44",33,"24/05/2016","Actif"
1699,50.347437,1.571804,2,"CAMPING",4,"CAMPING LE ROBINSON","187 rue de Robinson","l-pruvot@wanadoo.fr","http://le-robinson.eu","322234095",97,"13/06/2017","Actif"
1700,43.071366,0.156104,2,"CAMPING",3,"CAMPING LES FRUITIERS","8 rue Pierre Latécoère","danielle.villemur@wanadoo.fr","http://www.camping-les-fruitiers.com","562952597",41,"29/06/2017","Actif"
1701,43.56595,-1.452704,2,"CAMPING",5,"CAMPING DU LAC","518 rue de janin","contact@camping-du-lac.fr","www.camping-du-lac.fr","559452845",14,"28/07/2016","Actif"
1702,48.21087,6.720119,2,"HÔTEL",2,"HÔTEL RESTAURANT LES ARCADES","5 bis Avenue du Cameroun","stephanegrandemange63@gmail.com","http://hotel-restaurant-lesarcades.com/","03 29 50 52 55",53,"14/04/2015","Actif"
1703,43.694521,7.106828,2,"HÔTEL",4,"HÔTEL RESTAURANT ALAIN LLORCA","350 Route de Saint-Paul","reservations@alainllorca.com","http://www.alainllorca.com","493320293",85,"16/05/2017","Actif"
1704,43.609077,1.449974,2,"HÔTEL",2,"HÔTEL BOREAL","20 RUE CAFFARELLI","pierre@hotel-toulouse-boreal.com","http://www.hotel-toulouse-boreal.com","561625721",72,"15/01/2013","Actif"
1705,43.732826,7.15787,2,"HÔTEL",3,"HÔTEL MON SOLEIL","221 ROUTE DE SAINT LAURENT","welcome@hotelmonsoleil.com","http://www.hotelmonsoleil.com/fr/bienvenue/","09 67 16 63 67",37,"29/03/2016","Actif"
1706,43.082429,0.951025,2,"HÔTEL",3,"HÔTEL DE FRANCE","3 place de l'église","philmane@orange.fr","http://www.logishoteldefrance-mane31.com","561905455",99,"13/07/2016","Actif"
1707,45.877698,-0.684015,2,"CAMPING",3,"CAMPING L'ÎLE AUX LOISIRS","102 route saint savinien","contact@ileauxloisirs.com","http://www.ileauxloisirs.com","546903511",83,"28/09/2016","Actif"
1708,47.404908,2.892873,2,"CAMPING",3,"CAMPING DE L'ÎLE","Île de Cosne","camping.cosne@orange.fr","http://www.aquadis-loisirs.com/camping-de-l-ile/","386244843",12,"07/06/2017","Actif"
1709,43.281873,1.632616,2,"CAMPING",2,"CAMPING LE MERCIER","1 avenue de PAMIERS","campinglemercier31@gmail.com","camping-mercier.com","534488131",30,"05/10/2016","Actif"
1710,48.271421,7.288973,2,"CAMPING",3,"CAMPING DU HAUT-KOENIGSBOURG","Route de la Vancelle","camping.haut-koenigsbourg@orange.fr","http://www.liepvre.fr/loisirs_&_tourisme/camping_25.php","389584320",100,"21/08/2017","Actif"
1711,43.55132,7.007837,2,"HÔTEL",3,"HÔTEL DE L'OLIVIER","5 rue des tambourinaires","reception@hotelolivier.com","http://www.hotelolivier.com","493395328",33,"16/10/2012","Actif"
1712,48.668249,-1.86288,2,"HÔTEL",2,"HÔTEL LA VOILERIE","8 rue Ernest Lamort","contact@hotel-lavoilerie.com","http://www.hotel-lavoilerie.com","299898800",51,"21/06/2017","Actif"
1713,48.03009,5.967345,2,"HÔTEL",2,"RELAIS DES VOSGES","54 rue du général leclerc","relaisdesvosges@orange.fr","relaisdesvosges.com","329071167",91,"01/06/2014","Actif"
1714,49.367146,0.079102,2,"HÔTEL",3,"HÔTEL SAINT JAMES","16 rue de la Plage","contact@hotel-saint-james.fr","http://www.hotel-saint-james.fr","231880523",76,"06/01/2017","Actif"
1715,48.958682,2.465875,2,"HÔTEL",1,"HOTELF1 AULNAY GARONOR A1","RUE ROBERT BRéMOND","H2376-RE@ACCOR.COM","http://www.hotelf1.com","891705168",71,"21/12/2012","Actif"
1716,45.959008,3.474747,2,"HÔTEL",2,"LE RELAIS HÔTEL DE MARIE","13 Avenue Edouard Vaillant","hotel.marie@wanadoo.fr","http://www.hotel-marie.com","473941888",55,"29/11/2012","Actif"
1717,48.853938,2.367519,2,"HÔTEL",3,"HÔTEL BASTILLE SPERIA","1 rue de la Bastille","info@hotelsperia.com","http://www.hotel-bastille-speria.com/fr/","142720401",59,"26/04/2017","Actif"
1718,48.95683,1.830961,2,"HÔTEL",2,"HÔTEL KIMOTEL","Rue Fernand Léger  ZAC DES BEURRONS","contact@kimotel.fr","http://www.kimotel.com","130903737",62,"24/05/2016","Actif"
1719,46.696414,-1.939182,2,"HÔTEL",2,"HÔTEL LA STERNE","2 place Guy Kergoustin","hotellasterne@cegetel.net","http://hotellasterne.com","251550950",10,"23/08/2017","Actif"
1720,48.854359,2.289265,2,"HÔTEL",3,"HÔTEL EIFFEL SEINE","3 BOULEVARD DE GRENELLE","contact@eiffelseine.com","http://www.eiffelseine.com","145781481",3,"13/01/2017","Actif"
1721,47.977546,-4.260311,2,"RÉSIDENCE DE TOURISME",3,"MANOIR DU HILGUY","Manoir du Hilguy","manoirduhilguy@orange.fr","http://www.hpb.co.uk","298545954",60,"29/03/2013","Actif"
1722,44.189184,3.135185,2,"HÔTEL",2,"LE CLOS D'IS","Route des Gorges du Tarn","closdis@wanadoo.fr","www.le-closdis.com","565598140",23,"04/11/2013","Actif"
1723,45.342247,5.81402,2,"HÔTEL",3,"HÔTEL LE BEAU SITE","place de l’église","hbeausite@gmail.com","https://www.beausitehotel.fr/","438021012",78,"06/09/2017","Actif"
1724,48.715405,2.433966,2,"HÔTEL",1,"LEMON HÔTEL VIGNEUX PARIS SUD","12 rue de la fosse Montalbot","lemon.hotel.vigneux@gmail.com","lemonhotel.fr","169835485",55,"19/08/2013","Actif"
1725,47.498697,0.579208,2,"HÔTEL",3,"HÔTEL LA MERE HAMARD","2 rue du Petit Bercy","reservation@lamerehamard.com","http://www.lamerehamard.com","247566204",84,"22/12/2015","Actif"
1726,48.837845,2.296162,2,"HÔTEL",3,"HÔTEL AUGUSTE","25 RUE ALAIN CHARTIER","contact@hotelauguste.com","www.hotelauguste.com","148286648",10,"19/05/2016","Actif"
1727,45.255008,6.25776,2,"HÔTEL",3,"HÔTEL LE PLEIN SUD","Rue blanche","info@plein-sud.com","http://plein-sud.com","479567980",36,"01/06/2017","Actif"
1728,45.819292,6.010797,2,"HÔTEL",2,"ALB'HOTEL","369 ROUTE DES ASNIÈRES","contact@albhotel.fr","http://www.albhotel.fr","450681414",35,"07/09/2017","Actif"
1729,48.213038,-0.130962,2,"CAMPING",3,"CAMPING DE LA FORÊT","SILLÉ-PLAGE","campingsilleplage@wanadoo.fr","http://www.campingsilleplage.com","243201104",85,"30/06/2016","Actif"
1730,44.391613,4.401619,2,"CAMPING",4,"MONDIAL CAMPING","route des gorges","reserv-info@mondial-camping.com","http://www.mondial-camping.com/","475880044",100,"29/07/2016","Actif"
1731,46.675249,-1.91389,2,"CAMPING",3,"CAMPING LES CYPRÈS","41 Rue du Pont du Jaunay","camping-lescypres85@voila.fr","http://www.camping-lescypres85.com","251553898",51,"11/09/2016","Actif"
1732,44.796193,-1.226368,2,"CAMPING",3,"CAMPING DU GRAND CROHOT","Lieu-dit le grand crohot","gdcrohot@fondationmg.fr","http://fondationmg.fr/component/content/article/13-sejour-adulte/70-le-grand-crohot2","556600904",100,"06/06/2016","Actif"
1733,45.384668,2.27987,2,"CAMPING",3,"CAMPING MUNICIPAL DU LAC","route de la plage","mairieneuvic19160@gmail.com","http://www.campingdulac-neuvic-correze.com/","555967069",85,"24/07/2017","Actif"
1734,49.794809,2.966967,2,"CAMPING",3,"AU DOMAINE DE LA CANARDIÈRE","3 grande rue","audomainedelacanardiere@orange.fr","http://www.chalet-somme-peche.fr","670030565",54,"21/12/2016","Actif"
1735,45.853213,-0.705722,2,"CAMPING",3,"CAMPING DU PETIT BONHEUR","14 rue du port","contact@dupetit-bonheur.com","http://www.dupetit-bonheur.com","546744425",52,"07/06/2017","Actif"
1736,48.825969,-3.481344,2,"HÔTEL",4,"HÔTEL CASTEL BEAU SITE","PLAGE DE SAINT GUIREC PLOUMANAC'H","infos@castelbeausite.com","http://www.castelbeausite.com","296914087",59,"04/08/2016","Actif"
1737,49.278515,-0.703488,2,"HÔTEL",4,"LE GRAND HÔTEL DU LUXEMBOURG","25 rue des bouchers","hotel.luxembourg@wanadoo.fr","http://www.hotel-luxembourg-bayeux.com","231920004",61,"22/03/2017","Actif"
1738,43.948237,2.130243,2,"HÔTEL",5,"HÔTEL LA RÉSERVE","81 Route de Cordes","reservealbi@relaischateaux.com","http://www.lareservealbi.com","563608080",34,"23/10/2016","Actif"
1739,48.850379,2.349402,2,"HÔTEL",3,"HÔTEL DE NOTRE DAME","19 RUE MAITRE ALBERT","hotel.denotredame@libertysurf.fr","http://www.hotel-notredame-charmeparis.com/","143267900",44,"02/01/2017","Actif"
1740,46.199551,5.689223,2,"HÔTEL",1,"AUBERGE DU LAC GENIN","LAC GENIN","lacgenin@wanadoo.fr","www.lac-genin.fr","474755250",31,"22/01/2013","Actif"
1741,48.759151,1.945859,2,"HÔTEL",4,"HÔTEL MERCURE MAUREPAS SAINT-QUENTIN","1 rocade de Camargue","h9781-gm@accor.com","http://www.mercure.com/fr/hotel-9781-mercure-maurepas-saint-quentin/index.shtml","130515727",47,"12/04/2016","Actif"
1742,45.537466,6.627429,2,"VILLAGE DE VACANCES",3,"VILLAGE DE VACANCES JEAN FRANCO","LONGEFOY","secteur.village@cg94.fr","cg94.fr/villages-vacances/","156728736",27,"28/05/2014","Actif"
1743,47.009205,-2.262567,2,"HÔTEL",3,"ANCRE MARINE","87a ROUTE DE L'HERBAUDIèRE","ancremarine@ancremarine.com","www.ancremarine.com","251390362",56,"02/10/2014","Actif"
1744,50.380446,3.087219,2,"HÔTEL",3,"VOLUBILIS","Boulevard Vauban","contact@hotel-volubilis.fr","www.hotel-volubilis.fr","327880011",47,"02/12/2013","Actif"
1745,48.866354,2.367977,2,"HÔTEL",3,"HÔTEL IBIS PARIS AVENUE DE LA RÉPUBLIQUE","14 rue Rampon","ha013@accor.com","http://www.accorhotels.com/fr/hotel-A013-ibis-paris-avenue-de-la-republique/index.shtml","147006198",72,"31/03/2016","Actif"
1746,48.864856,2.329545,2,"HÔTEL",4,"HÔTEL LA TAMISE","4 rue d'Alger","tamise@espritdefrance.com","http://www.tamisehotel.fr/","140411414",58,"10/01/2015","Actif"
1747,47.241442,0.694161,2,"HÔTEL",2,"AUBERGE DE LA MAIRIE","PLACE MARCEL GAUMONT","contact@auberge-mairie.com","http://auberge-mairie.com","247260723",67,"03/04/2016","Actif"
1748,43.389321,-1.662732,2,"HÔTEL",3,"HÔTEL OHARTZIA","28 rue garat","hotel.ohartzia@wanadoo.fr","http://www.hotel-ohartzia.com","559260006",52,"25/06/2015","Actif"
1749,44.544185,3.281353,2,"HÔTEL",2,"HÔTEL DES ROCHERS","27 avenue pierre semard","contact@hoteldesrochers.com","http://hoteldesrochers.com","466321058",34,"29/12/2014","Actif"
1750,45.351155,6.523417,2,"HÔTEL",4,"HÔTEL SAINT-MARTIN","rue des GRANGERAIES","hotelsaintmartin@orange.fr","hotel-stmartin.com","479008800",76,"23/04/2013","Actif"
1751,44.779212,2.639198,2,"HÔTEL",2,"HÔTEL RESTAURANT DU COMMERCE","Route de bars","Hotelducommerce@sfr.fr","http://hotelducommerce.perso.sfr.fr","565660304",54,"11/04/2015","Actif"
1752,41.585799,9.306243,2,"CAMPING",4,"CAMPING U PIRELLU","route de palombaggia","u.pirellu@wanadoo.fr","www.u-pirellu.com","495702344",56,"11/11/2016","Actif"
1753,50.639054,2.300999,2,"CAMPING",2,"CAMPING DU LAC DE REBECQUES","Chemin des étiais","dcampingdulac@hotmail.fr","http://www.campingdulac62.fr/","03 21 39 58 58",97,"01/03/2014","Actif"
1754,42.896359,-0.027384,2,"CAMPING",3,"CAMPING SO DE PROUS","Larise","jj.poulou@wanadoo.fr","http://sodeprous.com","562928241",44,"30/06/2017","Actif"
1755,44.754306,5.378293,2,"CAMPING",3,"CAMPING LE RIOU MERLE","330 Avenue Rhin et Danube","lerioumerle@gmail.com","http://www.camping-lerioumerle-drome.com/","475222131",28,"30/05/2017","Actif"
1756,44.193239,2.727378,2,"CAMPING",2,"CAMPING LE BELLEVUE","Routaboul","lacaze--.herve@orange.fr","http://www.campingfrance.com/recherchez-votre-camping/midi-pyrenees/aveyron/arvieu/le-bellevue","565463907",37,"25/07/2017","Actif"
1757,47.104147,-1.867263,2,"CAMPING",1,"CAMPING MUNICIPAL L’ÉTOILE","place éloi guitteny","charlie.chauvet@gmail.com","http://www.saint-hilaire-de-chaleons.fr/","623875607",16,"06/07/2013","Actif"
1758,42.98248,-0.151608,2,"CAMPING",2,"CAMPING EDELWEISS","les prades","jean-michel.miqueu@wanadoo.fr","http://www.camping-edelweiss-pyrenees.com","562974814",28,"08/02/2017","Actif"
1759,45.763854,4.833965,2,"HÔTEL",2,"HÔTEL MODERNE","15 RUE DUBOIS","contact@hotel-moderne-lyon.com","-","478422183",18,"31/05/2016","Actif"
1760,50.782697,3.127128,2,"HÔTEL",2,"LE SAINT SÉBASTIEN","17 place de l'abbé Bonpain","le-saint.sebastien@wanadoo.fr","www.ausaintsebastien.fr","320942168",19,"20/12/2012","Actif"
1761,43.151763,6.343328,2,"HÔTEL",2,"HÔTEL RESTAURANT LE BELLEVUE","14 PLACE GAMBETTA","bellevue83@gmail.com","http://bellevuebormes.com","494711515",98,"29/03/2016","Actif"
1762,45.954458,6.905509,2,"HÔTEL",4,"HÔTEL LE JEU DE PAUME","705 route du chapeau Le Lavancher","jeudepaumechamonix@wanadoo.fr","http://www.jeudepaumechamonix.com/","450540376",65,"17/08/2017","Actif"
1763,50.174013,3.194364,2,"HÔTEL",3,"HÔTEL IBIS CAMBRAI","ROUTE DE BAPAUME","h0700@accor.com","http://www.accorhotels.com/fr/hotel-0700-ibis-cambrai/index.shtml","322910094",61,"19/04/2017","Actif"
1764,43.696329,7.260621,2,"HÔTEL",1,"HÔTEL MEYERBEER BEACH","15 RUE MEYERBEER","meyerbeerhotel@aol.com","http://www.hotel-meyerbeer-beach-nice.cote.azur.fr/","493889565",73,"23/10/2012","Actif"
1765,47.821063,-0.708097,2,"HÔTEL",3,"LE PARC HÔTEL & SPA","46 Avenue Joffre","contact@parchotel.fr","http://www.parchotel.fr","243072841",1,"18/09/2016","Actif"
1766,46.51497,-1.765707,2,"HÔTEL",2,"IBIS BUDGET LES SABLES - OLONNE SUR MER","90 Boulevard du Vendée Globe","h9419@acco.com","http://www.ibis.com/fr/hotel-9419-ibis-budget-les-sables-olonne-sur-mer-opening-june-2014/index.shtml","251040817",81,"11/04/2014","Actif"
1767,43.611386,1.431163,2,"HÔTEL",4,"NOVOTEL TOULOUSE CENTRE COMPANS CAFFARELLI","5 PLACE ALFONSE JOURDAIN","H0906-GM@accor.com","http://www.novotel.com/fr/hotel-0906-novotel-toulouse-centre-compans-caffarelli/index.shtml","561217474",82,"23/10/2016","Actif"
1768,42.613898,2.097702,2,"RÉSIDENCE DE TOURISME",3,"LES ESPLANEILLES","5 cami de las ascoumas","contact@angelys-resorts.com","http://www.angelys-resorts.com/","468340411",22,"31/12/2014","Actif"
1769,47.514016,-2.111354,2,"HÔTEL",3,"HÔTEL MANOIR DE LA BRIANDAIS","La Briandais","manoir.briandais@wanadoo.fr","www.manoirdelabriandais.com","240883266",55,"10/01/2012","Actif"
1770,47.164879,-2.150946,2,"CAMPING",4,"CAMPING LA RIVIERA","3 RUE DES GATINEAUX","contact@campinglariviera.com","http://www.campinglariviera.com","228535488",89,"25/10/2016","Actif"
1771,44.236994,5.149944,2,"CAMPING",2,"CAMPING LES 3 RIVIÈRES","2933 CH DE L'ANCIENNE VOIE FERRÉE","3riv@free.fr","www.camping-les3rivieres.com","490460172",76,"07/12/2017","Actif"
1772,46.257743,6.829505,2,"CAMPING",4,"CAMPING L'OUSTALET","1428 ROUTE DES FREINETS","contact@oustalet.com","http://www.oustalet.com","450732197",26,"23/09/2016","Actif"
1773,48.0869,-1.708551,2,"HÔTEL",3,"CAMPANILE RENNES SAINT-JACQUES","5 rue Frédéric Benoît","rennes.stjacques@campanile.fr","http://www.campanile.com/fr/france","661381405",76,"04/11/2013","Actif"
1774,43.360225,5.336843,2,"HÔTEL",2,"HÔTEL B&B MARSEILLE ESTAQUE","ZAC de Saumaty Séon Pascal Xavier Coste","bb_0572@hotelbb.com","www.hotelbb.com","892707537",99,"04/01/2016","Actif"
1775,43.585865,3.921973,2,"HÔTEL",2,"HÔTEL LE MEJEAN","1431 avenue des platanes","lemejean@wanadoo.fr","www.lemejean.fr","467997900",74,"10/01/2012","Actif"
1776,48.656679,-2.003231,2,"HÔTEL",3,"HÔTEL ALBA","17 rue des Dunes","info@hotelalba.com","www.hotelalba.com","299403718",35,"10/01/2012","Actif"
1777,45.088354,6.078371,2,"RÉSIDENCE DE TOURISME",4,"RÉSIDENCE PIERRE ET VACANCES LES BERGERS","CHEMIN DE FONT MORELLE","alb@pierre-vacances.fr","www.pierre-vacances.fr","476808500",8,"16/10/2012","Actif"
1778,42.911103,0.177952,2,"RÉSIDENCE DE TOURISME",3,"RÉSIDENCE MAEVA LE MONTANA","ROUTE DU TOURMALET","ndestandau@fr.groupepvcp.com","http://www.maeva.com","562919999",47,"02/12/2013","Actif"
1779,48.615319,6.177241,2,"HÔTEL",3,"HÔTEL KYRIAD NANCY SUD LUDRES","338 impasse BERTHOLLET","kyriad.nancyludres@wanadoo.fr","http://www.kyriad-nancy-sud-ludres.fr/fr","383261500",7,"17/01/2017","Actif"
1780,43.297464,-0.360277,2,"HÔTEL",5,"HÔTEL PARC BEAUMONT","1 avenue Edouard VII","info@hotel-parc-beaumont.com","http://www.hotel-parc-beaumont.com","559118400",81,"08/01/2014","Actif"
1781,43.848773,-1.386514,2,"RÉSIDENCE DE TOURISME",3,"RÉSIDENCE ODALYS BLEU OCÉAN","RUE DE LA BASTIDE","grabowski.a@odalys-vacances.com","https://www.odalys-vacances.com/location-mer/aquitaine/moliets/bleu-ocean.html#","558485645",41,"06/08/2017","Actif"
1782,48.847822,2.297636,2,"HÔTEL",3,"HÔTEL DE L'AVRE","21 rue de l'Avre","hotel.delavre@wanadoo.fr","http://www.hoteldelavre.com/","145753103",46,"08/01/2017","Actif"
1783,46.26649,4.890733,2,"HÔTEL",2,"LA SAMIANE","2 place de la samiane","lasamiane@gmail.com","http://www.hotel-restaurant-pont-de-veyle.fr/","385362929",82,"06/03/2013","Actif"
1784,44.510276,6.556943,2,"HÔTEL",3,"HÔTEL L'ESCALE BLANCHE","CENTRE STATION","contact@lana-vacances.com","http://www.escaleblanche.fr/","492440700",96,"02/09/2017","Actif"
1785,48.782726,2.244481,2,"HÔTEL",3,"HÔTEL CAMPANILE PARIS OUEST CLAMART VÉLIZY","350 AVENUE DU GÉNÉRAL DE GAULLE","clamart@campanile.fr","http://www.campanile-paris-ouest-clamart-velizy.fr/fr","146301084",51,"21/02/2017","Actif"
1786,46.991872,4.848811,2,"HÔTEL",3,"HÔTEL ADÉLIE","RUE DES GRAVIèRES","reservation@hoteladelie.com","http://www.hoteladelie.com","380223774",73,"11/11/2016","Actif"
1787,42.928861,0.893587,2,"HÔTEL",2,"AUBERGE DE L'ISARD","le village","aubergeisard@orange.fr","http://hotel-logis-ariege.com","561967283",73,"25/04/2017","Actif"
1788,48.866245,2.417371,2,"HÔTEL",3,"HÔTEL IBIS PARIS PORTE DE BAGNOLET","1 Rue Jean Jaurès","h0633@accor.com","http://www.accorhotels.com/fr/hotel-0633-ibis-paris-porte-de-bagnolet/index.shtml","143600276",12,"04/07/2016","Actif"
1789,48.002187,-1.775314,2,"HÔTEL",2,"LE GRAND HÔTEL","84 rue du Redon","grandhotel.pont-rean@wanadoo.fr","http://www.legrandhotel-bretagne.fr/","02 99 42 21 72",64,"07/01/2016","Actif"
1790,48.227019,6.434249,2,"HÔTEL",2,"PREST'HÔTEL","22 rue de la plaine","contact@presthotel.fr","www.presthotel.fr","329313940",39,"26/11/2014","Actif"
1791,47.009683,4.852187,2,"HÔTEL",3,"COMFORT HÔTEL BEAUNE","58 route de Verdun","comforthotel-beaune@wanadoo.fr","http://www.comforthotel-beaune.com/","03 80 24 15 30",24,"04/02/2015","Actif"
1792,43.584553,6.665933,2,"CAMPING",3,"LA TUQUETTE","477 Chemin des suanes hautes","contact@tuquette.com","http://www.tuquette.com/fr/","494761940",65,"21/12/2016","Actif"
1793,50.118002,1.569621,2,"CAMPING",2,"CAMPING MUNICIPAL LES AILLOTS","rue des écoles","aillots@akeonet.com","-","322306255",100,"21/05/2013","Actif"
1794,43.193135,6.467998,2,"CAMPING",4,"CAMPING PACHACAÏD","1639 ROUTE DU CANADEL","pachacaid@capfun.com","www.pachacaid.com","494557080",4,"26/06/2017","Actif"
1795,48.403224,-3.434327,2,"CAMPING",2,"CAMPING MUNICIPAL LA VERTE VALLÉE","Avenue Ernest Renan","scetechnique-callac@orange.fr","-","296455850",7,"15/09/2015","Actif"
1796,44.834353,1.157573,2,"CAMPING",3,"LES 2 VALLÉES","Lieu-dit la gare","contact@campingles2vallees.com","http://www.campingles2vallees.com/","553295355",71,"30/06/2017","Actif"
1797,45.50234,1.869055,2,"CAMPING",2,"CAMPING LE FAYARD","Cors","veen514@zonnet.nl","http://www.le-fayard.com","555940020",17,"10/10/2016","Actif"
1798,47.452159,-2.104381,2,"CAMPING",3,"CAMPING DU BOIS DE BEAUMARD","1 rue de l'île de beaumard","camping.boisbeaumard@outlook.fr","camping-beaumard.com","240880336",73,"08/01/2017","Actif"
1799,48.689412,-1.8611,2,"CAMPING",2,"CAMPING LA VILLE ES POULAINS","la ville es poulains","campingclosfleuris@free.fr","www.cancale-campings.fr","299899768",20,"31/07/2017","Actif"
1800,50.642143,3.145829,2,"HÔTEL",3,"HÔTEL MORPHÉE","35 rue de la Cousinerie","b.mullet@hotel-morphee.com","http://www.hotel-morphee.com","320471718",13,"27/11/2012","Actif"
1801,43.224736,6.649832,2,"HÔTEL",4,"HÔTEL LES BOUIS","Route des plages","hotellesbouis@aol.com","http://www.hotel-les-bouis.com/","494798761",28,"23/09/2013","Actif"
1802,50.281616,3.94859,2,"HÔTEL",3,"HÔTEL CAMPANILE MAUBEUGE","avenue Jean Jaurès route nationale 49","maubeuge@campanile.fr","http://www.campanile-maubeuge.fr/fr/index.aspx","327640091",18,"07/12/2017","Actif"
1803,47.234765,4.632417,2,"CAMPING",4,"LAC DE PANTHIER","Route départementale 977b","info@lac-de-panthier.com","http://www.lac-de-panthier.com","380492194",85,"11/02/2016","Actif"
1804,47.794756,-3.798282,2,"CAMPING",3,"CAMPING DE L'OCÉAN","15 Impasse des Mouettes Keroren-Raguénès","campingocean@orange.fr","http://www.camping-ocean.fr","298068713",13,"15/06/2016","Actif"
1805,50.635587,3.082836,2,"HÔTEL",3,"COMFORT HOTEL LILLE EUROPE","53 rue Chrispohe COLOMB","comfort.lille@lhg-hotels.com","http://www.choicehotels.fr/","320552155",21,"04/02/2015","Actif"
1806,49.375261,3.321665,2,"HÔTEL",4,"BEST WESTERN HÔTEL DES FRANCS","62 Boulevard Jeanne d'Arc","y.dupont@hoteldesfrancs.fr","http://www.hoteldesfrancs.fr","360714000",41,"20/01/2014","Actif"
1807,47.186926,3.942598,2,"CAMPING",3,"CAMPING LES GENÊTS DU MORVAN","Route de Lormes","camping.ouroux@orange.fr","http://www.camping-genets-morvan.com/","386782288",29,"24/07/2013","Actif"
1808,48.839455,-0.890132,2,"HÔTEL",3,"HÔTEL SAINT PIERRE","20 rue du Général Leclerc","contact@hotelsaintpierrevire.fr","www.hotelsaintpierrevire.fr","231680582",85,"07/01/2013","Actif"
1809,45.855907,3.504084,2,"HÔTEL",3,"HÔTEL CAMPANILE THIERS","zone industrielle de felet","thiers@campanile.fr","http://www.campanile-thiers.fr/fr/index.aspx","473510036",100,"31/07/2017","Actif"
1810,44.703266,5.873318,2,"HÔTEL",2,"HÔTEL LA SOULOISE","PLACE DU VILLAGE","lasouloise@wanadoo.fr","http://www.lasouloise.com/","04 92 58 82 05",35,"04/03/2016","Actif"
1811,47.264573,-2.169014,2,"CAMPING",3,"CAMPING DE MINDIN","32 avenue du Bois","info@camping-de-mindin.com","http://www.camping-de-mindin.com","240274641",82,"15/05/2017","Actif"
1812,44.343293,6.027465,2,"CAMPING",1,"BEAUSÉJOUR","La Mauvaise","cvvmc04@wanadoo.fr","-","492683511",99,"21/05/2013","Actif"
1813,43.039535,6.146527,2,"CAMPING",3,"CAMPING ILE D'OR","194 Boulevard Alsace Lorraine","remy.coulomb@wanadoo.fr","http://www.camping-iles-d-or.com","494582055",41,"15/11/2016","Actif"
1814,43.312573,3.546197,2,"CAMPING",3,"CAMPING LA CRÉOLE","74 avenue des campings","campinglacreole@orange.fr","http://www.campinglacreole.com","467219269",54,"17/06/2016","Actif"
1815,49.389596,1.059346,2,"HÔTEL",4,"HÔTEL NOVOTEL ROUEN SUD","technopole du madrillet rue de la mare sansoure","h0432-gm@accor.com","https://www.accorhotels.com/fr/hotel-0432-novotel-rouen-sud/index.shtml","232917676",1,"07/12/2017","Actif"
1816,44.915148,-0.248015,2,"HÔTEL",4,"HÔTEL MERCURE LIBOURNE SAINT-ÉMILION","3 Quai Souchet","h6238@accor.com","http://www.accorhotels.com/fr/hotel-6238-hotel-mercure-libourne-saint-emilion/index.shtml","557256418",3,"17/06/2016","Actif"
